Stock quote and option quote for IBM on 10/25/19 20:46:10

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
135.44,N,+1.37,135.30,P,135.70,P,5 x 5,"2,579,055",134.12,135.93,134.10

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
4.78%,15.75,1.62,Q,8/8/19,152.95,105.94,"885,875,160",1.12

Theo parameters
Theo date,Theo stock price,Theo volatility
10/25/19, 0.00$, 0.00%

25 OCT 19  (0)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM200417C180,0,70,.016,.002,-.002,.038,.010,19.53%,.10002511,<empty>,<empty>,1.15%,2.45%,98.85%,0.15%,68.43%,.100,14 x 22,14,22,0.00%,.07,.07,C,0,0,0,.07,Z,.13,P,17 APR 20,180,44.50,X,49.00,B,IBM200417P180,0,0,-.916,.005,-.017,.113,-.823,26.49%,46.75,172.59%,35.08%,95.71%,9.26%,4.29%,3.36%,<empty>,46.750,10 x 22,10,22,<empty>,0,0, ,0,0,0,,
,,IBM200417C185,1,13,.006,.001,-.001,.016,.004,18.19%,.03017221,<empty>,<empty>,0.40%,0.86%,99.60%,0.05%,75.98%,.030,0 x 68,0,68,0.00%,.06,.06,Q,.06,.06,.06,0,Q,.06,Q,17 APR 20,185,49.20,H,53.90,Q,IBM200417P185,0,0,-.930,.004,-.015,.092,-.855,26.75%,51.55,190.31%,38.63%,96.79%,6.90%,3.21%,3.05%,<empty>,51.550,10 x 1,10,1,<empty>,0,0, ,0,0,0,,
,,IBM200417C190,0,18,.008,.001,-.001,.021,.005,20.61%,.04999436,<empty>,<empty>,0.56%,1.18%,99.44%,0.08%,83.67%,.050,0 x 30,0,30,0.00%,.15,.15,X,0,0,0,0,T,.10,B,17 APR 20,190,54.20,X,59.00,X,IBM200417P190,0,0,-.926,.004,-.016,.098,-.877,29.43%,56.60,208.95%,42.43%,96.64%,7.24%,3.36%,3.13%,<empty>,56.600,10 x 20,10,20,<empty>,0,0, ,0,0,0,,
,,IBM200417C195,0,8,.007,.001,-.001,.019,.004,21.66%,.0450113,<empty>,<empty>,0.47%,1.00%,99.53%,0.07%,91.33%,.045,0 x 38,0,38,0.00%,.18,.18,Z,0,0,0,0,T,.09,B,17 APR 20,195,59.15,M,63.85,Q,IBM200417P195,0,0,-.932,.003,-.015,.089,-.905,30.48%,61.50,227.04%,46.07%,97.11%,6.22%,2.89%,2.97%,<empty>,61.500,20 x 1,20,1,<empty>,0,0, ,0,0,0,,

19 JUN 20  (238)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM200619C65,0,0,.889,.001,-.015,.116,.065,76.06%,70.58,<empty>,<empty>,80.32%,33.77%,19.68%,0.15%,0.15%,70.575,1 x 21,1,21,<empty>,0,0, ,0,0,0,68.25,Q,72.90,X,19 JUN 20,65,.09,B,.19,C,IBM200619P65,0,45,-.009,.001,-.002,.026,-.009,39.98%,.14021704,2.15%,0.22%,2.03%,3.78%,97.97%,0.16%,<empty>,.140,12 x 23,12,23,0.00%,.40,.40,X,0,0,0,,
,,IBM200619C70,0,0,.899,.001,-.012,.112,.064,65.83%,65.48,<empty>,<empty>,82.53%,30.50%,17.47%,0.04%,0.04%,65.475,31 x 21,31,21,<empty>,0,0, ,0,0,0,63.15,H,67.80,H,19 JUN 20,70,.16,M,.25,M,IBM200619P70,0,75,-.013,.001,-.003,.036,-.013,38.23%,.20508363,2.93%,0.29%,2.77%,5.14%,97.23%,0.23%,<empty>,.205,60 x 94,60,94,0.00%,.21,.21,C,0,0,0,,
,,IBM200619C75,0,0,.908,.002,-.010,.110,.069,57.91%,60.50,<empty>,<empty>,83.77%,28.68%,16.23%,0.07%,0.07%,60.500,1 x 21,1,21,<empty>,0,0, ,0,0,0,58.25,Q,62.75,M,19 JUN 20,75,.25,M,.33,M,IBM200619P75,0,68,-.018,.001,-.004,.049,-.018,36.47%,.29015406,3.87%,0.39%,3.68%,6.82%,96.32%,0.33%,<empty>,.290,45 x 99,45,99,0.00%,.33,.33,C,0,0,0,,
,,IBM200619C80,0,1,.914,.002,-.009,.111,.080,51.44%,55.58,<empty>,<empty>,84.36%,27.89%,15.64%,0.15%,0.15%,55.575,1 x 21,1,21,0.00%,63.50,63.50,N,0,0,0,53.40,N,57.75,H,19 JUN 20,80,.35,H,.42,H,IBM200619P80,0,54,-.024,.002,-.005,.063,-.024,34.46%,.3851948,4.81%,0.48%,4.67%,8.63%,95.33%,0.43%,<empty>,.385,72 x 21,72,21,0.00%,.49,.49,E,0,0,0,,
,,IBM200619C85,0,0,.928,.003,-.006,.096,.067,43.89%,50.45,<empty>,<empty>,85.96%,25.31%,14.04%,0.01%,0.01%,50.450,31 x 1,31,1,<empty>,0,0, ,0,0,0,48.15,H,52.75,Q,19 JUN 20,85,.49,N,.55,Z,IBM200619P85,0,55,-.033,.002,-.006,.081,-.033,32.68%,.52008948,6.12%,0.62%,5.99%,11.07%,94.01%,0.59%,<empty>,.520,9 x 13,9,13,0.00%,.63,.63,M,0,0,0,,
,,IBM200619C90,0,2,.929,.004,-.006,.103,.090,39.50%,45.58,<empty>,<empty>,85.48%,26.28%,14.52%,0.15%,0.15%,45.575,2 x 21,2,21,0.00%,43.99,43.99,E,0,0,0,43.25,T,47.90,M,19 JUN 20,90,.67,H,.74,H,IBM200619P90,0,244,-.046,.003,-.007,.105,-.045,31.03%,.70548893,7.83%,0.79%,7.72%,14.23%,92.28%,0.80%,<empty>,.705,11 x 35,11,35,0.00%,.74,.74,Z,0,0,0,,
,,IBM200619C95,0,0,.940,.005,-.004,.091,.085,33.92%,40.53,<empty>,<empty>,86.06%,25.38%,13.94%,0.10%,0.10%,40.525,1 x 21,1,21,<empty>,0,0, ,0,0,0,38.30,Q,42.75,H,19 JUN 20,95,.92,H,.99,H,IBM200619P95,0,309,-.062,.004,-.009,.133,-.061,29.46%,.95531112,10.05%,1.02%,9.93%,18.23%,90.07%,1.08%,<empty>,.955,11 x 21,11,21,0.00%,1.10,1.10,Q,0,0,0,,
,,IBM200619C100,0,11,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.02%,0.00%,35.425,31 x 21,31,21,0.00%,34.03,34.03,I,0,0,0,33.25,X,37.60,B,19 JUN 20,100,1.23,X,1.32,P,IBM200619P100,22,825,-.083,.005,-.011,.166,-.081,27.88%,1.28,12.75%,1.29%,12.63%,23.11%,87.37%,1.44%,<empty>,1.275,60 x 5,60,5,-7.80%,1.30,1.30,H,1.30,1.30,1.30,,
,,IBM200619C105,0,25,.943,.008,-.003,.096,.115,25.79%,30.58,<empty>,<empty>,84.63%,28.04%,15.37%,0.15%,0.15%,30.575,45 x 21,45,21,0.00%,29.15,29.15,E,0,0,0,28.40,I,32.75,I,19 JUN 20,105,1.71,I,1.84,H,IBM200619P105,5,"1,044",-.113,.006,-.013,.208,-.111,26.73%,1.77,16.90%,1.72%,16.42%,29.90%,83.58%,2.00%,<empty>,1.775,45 x 27,45,27,-19.05%,1.70,1.70,X,1.70,1.70,1.70,,
,,IBM200619C110,0,74,.906,.011,-.005,.156,.194,24.13%,25.85,<empty>,<empty>,80.69%,35.04%,19.31%,0.46%,0.46%,25.850,31 x 42,31,42,0.00%,24.70,24.70,X,0,0,0,23.70,I,28.00,X,19 JUN 20,110,2.34,M,2.46,P,IBM200619P110,0,"2,777",-.150,.008,-.015,.253,-.148,25.45%,2.40,21.82%,2.23%,20.86%,37.80%,79.14%,2.71%,<empty>,2.400,60 x 12,60,12,0.00%,2.65,2.65,N,0,0,0,,
,,IBM200619C115,0,52,.844,.013,-.007,.236,.273,23.35%,21.48,<empty>,<empty>,74.74%,45.50%,25.26%,1.17%,1.17%,21.475,98 x 196,98,196,0.00%,27.85,27.85,Z,0,0,0,21.10,M,21.85,X,19 JUN 20,115,3.20,X,3.35,I,IBM200619P115,14,"2,310",-.198,.010,-.017,.301,-.196,24.40%,3.28,28.48%,2.93%,26.45%,47.60%,73.55%,3.70%,<empty>,3.275,60 x 76,60,76,-11.29%,3.30,3.30,B,3.20,3.30,3.20,,
,,IBM200619C120,0,173,.772,.016,-.009,.306,.322,22.39%,17.38,<empty>,<empty>,68.01%,57.15%,31.99%,2.18%,2.18%,17.375,210 x 170,210,170,0.00%,16.64,16.64,C,0,0,0,16.95,X,17.80,X,19 JUN 20,120,4.35,X,4.50,M,IBM200619P120,19,"1,466",-.257,.012,-.020,.348,-.256,23.43%,4.43,36.88%,3.83%,33.03%,58.96%,66.97%,4.99%,<empty>,4.425,60 x 53,60,53,-6.71%,4.45,4.45,Z,4.60,4.60,4.45,,
,,IBM200619C125,9,162,.685,.017,-.012,.368,.346,22.01%,13.85,<empty>,<empty>,59.87%,70.98%,40.13%,3.85%,3.85%,13.850,50 x 130,50,130,+7.31%,13.80,13.80,T,14.10,14.10,13.80,13.70,X,14.00,X,19 JUN 20,125,5.85,X,6.00,X,IBM200619P125,16,"1,024",-.326,.014,-.022,.388,-.327,22.57%,5.93,35.59%,4.98%,40.54%,71.70%,59.46%,6.69%,<empty>,5.925,41 x 31,41,31,-8.46%,5.95,5.95,I,6.20,6.20,5.95,,
,,IBM200619C130,7,335,.594,.019,-.013,.407,.341,21.05%,10.55,<empty>,<empty>,51.56%,84.71%,48.44%,5.77%,5.77%,10.550,25 x 99,25,99,+10.42%,10.60,10.60,I,10.85,10.85,10.60,10.35,H,10.75,X,19 JUN 20,130,7.70,M,7.90,X,IBM200619P130,10,"2,183",-.405,.016,-.023,.415,-.409,21.75%,7.80,36.03%,6.38%,48.72%,85.20%,51.28%,8.80%,<empty>,7.800,55 x 30,55,30,-8.88%,7.80,7.80,N,7.80,7.80,7.80,,
,,IBM200619C135,26,537,.498,.019,-.013,.423,.315,20.38%,7.82,<empty>,<empty>,42.73%,98.79%,57.27%,8.33%,8.33%,7.825,50 x 157,50,157,+15.71%,8.10,8.10,M,7.43,8.10,7.43,7.65,X,8.00,X,19 JUN 20,135,10.05,X,10.50,X,IBM200619P135,136,"2,709",-.488,.016,-.024,.424,-.499,21.41%,10.28,38.56%,8.24%,57.24%,98.84%,42.76%,11.59%,<empty>,10.275,60 x 182,60,182,-7.21%,10.30,10.30,Q,10.20,10.30,10.20,,
,,IBM200619C140,60,883,.401,.019,-.013,.413,.273,19.66%,5.55,<empty>,<empty>,34.00%,79.77%,66.00%,6.26%,11.41%,5.550,81 x 60,81,60,+12.00%,5.60,5.60,T,5.45,5.70,5.45,5.40,X,5.70,M,19 JUN 20,140,12.85,M,13.10,M,IBM200619P140,2,541,-.574,.017,-.024,.412,-.593,20.61%,12.98,47.90%,10.21%,65.58%,80.70%,34.42%,9.49%,<empty>,12.975,55 x 25,55,25,-17.08%,13.06,13.06,X,13.10,13.10,13.06,,
,,IBM200619C145,6,990,.310,.017,-.012,.379,.224,19.15%,3.83,<empty>,<empty>,25.92%,59.90%,74.08%,4.32%,15.10%,3.825,60 x 60,60,60,+11.47%,3.79,3.79,B,3.85,3.85,3.79,3.70,X,3.95,M,19 JUN 20,145,16.15,X,16.60,X,IBM200619P145,0,441,-.652,.016,-.023,.384,-.684,20.54%,16.38,60.45%,12.73%,73.01%,62.35%,26.99%,7.69%,<empty>,16.375,60 x 60,60,60,0.00%,19.00,19.00,C,0,0,0,,
,,IBM200619C150,179,"3,766",.229,.015,-.010,.327,.172,18.62%,2.51,<empty>,<empty>,18.81%,42.90%,81.19%,2.83%,19.26%,2.510,55 x 60,55,60,+14.93%,2.54,2.54,C,2.35,2.63,2.35,2.40,X,2.62,X,19 JUN 20,150,19.85,X,20.35,X,IBM200619P150,0,771,-.721,.014,-.022,.342,-.770,20.41%,20.10,74.20%,15.47%,79.43%,46.93%,20.57%,6.25%,<empty>,20.100,60 x 60,60,60,0.00%,22.84,22.84,C,0,0,0,,
,,IBM200619C155,10,754,.162,.012,-.008,.266,.126,18.22%,1.60,<empty>,<empty>,13.06%,29.44%,86.94%,1.80%,23.87%,1.595,60 x 31,60,31,+20.44%,1.65,1.65,C,1.65,1.65,1.65,1.50,X,1.69,X,19 JUN 20,155,23.80,M,24.55,X,IBM200619P155,0,455,-.778,.012,-.020,.295,-.847,20.46%,24.18,89.25%,18.48%,84.56%,34.85%,15.44%,5.21%,<empty>,24.175,60 x 200,60,200,0.00%,25.50,25.50,P,0,0,0,,
,,IBM200619C160,8,780,.113,.010,-.007,.209,.090,18.12%,1.02,<empty>,<empty>,8.92%,19.91%,91.08%,1.16%,28.87%,1.025,11 x 11,11,11,+21.18%,1.03,1.03,C,1.00,1.03,.99,.98,H,1.07,P,19 JUN 20,160,28.25,X,28.85,M,IBM200619P160,0,111,-.821,.010,-.019,.252,-.914,20.82%,28.55,105.40%,21.72%,88.33%,26.12%,11.67%,4.50%,<empty>,28.550,126 x 159,126,159,0.00%,32.66,32.66,C,0,0,0,,
,,IBM200619C165,0,347,.076,.007,-.005,.156,.062,17.98%,.63503456,<empty>,<empty>,5.86%,12.97%,94.14%,0.72%,34.07%,.635,45 x 13,45,13,0.00%,.53,.53,C,0,0,0,.59,M,.68,Z,19 JUN 20,165,31.20,P,35.30,N,IBM200619P165,0,28,-.844,.008,-.018,.224,-.965,21.99%,33.25,122.75%,25.24%,90.49%,21.14%,9.51%,4.16%,<empty>,33.250,7 x 1,7,1,0.00%,26.10,26.10,N,0,0,0,,
,,IBM200619C170,0,216,.051,.005,-.004,.114,.041,17.96%,.39512555,<empty>,<empty>,3.81%,8.37%,96.19%,0.45%,39.44%,.395,50 x 13,50,13,0.00%,.36,.36,B,0,0,0,.36,M,.43,N,19 JUN 20,170,35.70,B,40.20,M,IBM200619P170,0,48,-.866,.007,-.017,.196,-1.015,22.85%,37.95,140.10%,28.74%,92.36%,16.92%,7.64%,3.83%,<empty>,37.950,3 x 31,3,31,0.00%,31.00,31.00,Q,0,0,0,,
,,IBM200619C175,9,317,.033,.004,-.003,.081,.028,18.00%,.24498829,<empty>,<empty>,2.45%,5.34%,97.55%,0.28%,44.91%,.245,83 x 15,83,15,+8.00%,.27,.27,M,.27,.27,.27,.20,H,.29,P,19 JUN 20,175,40.40,H,44.95,H,IBM200619P175,0,20,-.884,.006,-.016,.169,-1.063,23.51%,42.67,157.54%,32.25%,93.91%,13.42%,6.09%,3.51%,<empty>,42.675,21 x 21,21,21,0.00%,35.08,35.08,C,0,0,0,,
,,IBM200619C180,11,33,.023,.003,-.002,.060,.019,18.29%,.16498337,<empty>,<empty>,1.66%,3.60%,98.34%,0.19%,50.46%,.165,60 x 33,60,33,+26.67%,.19,.19,C,.16,.19,.16,.13,M,.20,W,19 JUN 20,180,45.35,H,49.95,H,IBM200619P180,0,0,-.887,.005,-.016,.165,-1.098,25.45%,47.65,175.91%,36.00%,94.31%,12.52%,5.69%,3.49%,<empty>,47.650,21 x 49,21,49,<empty>,0,0, ,0,0,0,,
,,IBM200619C185,2,34,.018,.002,-.002,.049,.015,18.98%,.13026359,<empty>,<empty>,1.27%,2.74%,98.73%,0.15%,56.07%,.130,5 x 15,5,15,0.00%,.12,.12,C,.12,.12,.12,.10,P,.16,B,19 JUN 20,185,50.20,B,54.75,B,IBM200619P185,0,20,-.898,.005,-.016,.149,-1.139,26.35%,52.48,193.72%,39.60%,95.18%,10.57%,4.82%,3.29%,<empty>,52.475,3 x 21,3,21,0.00%,44.27,44.27,C,0,0,0,,
,,IBM200619C190,0,32,.013,.002,-.001,.038,.011,19.42%,.09545432,<empty>,<empty>,0.92%,1.97%,99.08%,0.11%,61.67%,.095,60 x 25,60,25,0.00%,.37,.37,X,0,0,0,.05,M,.14,B,19 JUN 20,190,55.20,X,59.75,I,IBM200619P190,0,0,-.898,.004,-.016,.149,-1.171,28.32%,57.48,212.18%,43.37%,95.34%,10.22%,4.66%,3.29%,<empty>,57.475,21 x 45,21,45,<empty>,0,0, ,0,0,0,,
,,IBM200619C195,0,2,.011,.001,-.001,.032,.009,20.16%,.08032423,<empty>,<empty>,0.74%,1.59%,99.26%,0.09%,67.29%,.080,31 x 36,31,36,0.00%,.29,.29,Z,0,0,0,.04,X,.12,W,19 JUN 20,195,60.00,M,64.50,M,IBM200619P195,0,0,-.910,.004,-.015,.129,-1.213,28.60%,62.25,229.81%,46.89%,96.22%,8.27%,3.78%,3.04%,<empty>,62.250,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM200619C200,0,32,.010,.001,-.001,.028,.008,20.94%,.07022352,<empty>,<empty>,0.62%,1.32%,99.38%,0.08%,72.92%,.070,9 x 42,9,42,0.00%,.11,.11,X,0,0,0,.03,N,.11,W,19 JUN 20,200,64.85,Q,69.50,M,IBM200619P200,0,14,-.913,.003,-.015,.123,-1.248,29.88%,67.18,247.99%,50.57%,96.53%,7.60%,3.47%,2.95%,<empty>,67.175,1 x 31,1,31,0.00%,69.90,69.90,N,0,0,0,,
,,IBM200619C205,0,103,.008,.001,-.001,.023,.006,21.41%,.05521018,<empty>,<empty>,0.47%,1.02%,99.53%,0.06%,78.55%,.055,11 x 36,11,36,0.00%,.06,.06,Q,0,0,0,.01,P,.10,W,19 JUN 20,205,69.90,X,74.50,M,IBM200619P205,0,0,-.911,.003,-.015,.127,-1.279,31.92%,72.20,266.54%,54.37%,96.49%,7.68%,3.51%,2.98%,<empty>,72.200,21 x 31,21,31,<empty>,0,0, ,0,0,0,,

18 SEP 20  (329)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM200918C65,0,1,.893,.001,-.010,.130,.085,66.43%,70.50,<empty>,<empty>,78.92%,35.84%,21.08%,0.05%,0.05%,70.500,2 x 2,2,2,0.00%,69.15,69.15,E,0,0,0,68.10,T,72.90,T,18 SEP 20,65,.24,X,.33,H,IBM200918P65,0,119,-.015,.001,-.003,.048,-.020,37.50%,.28515176,4.38%,0.44%,3.56%,6.51%,96.44%,0.23%,<empty>,.285,31 x 65,31,65,0.00%,.29,.29,X,0,0,0,,
,,IBM200918C70,0,0,.900,.002,-.009,.130,.093,58.77%,65.55,<empty>,<empty>,80.32%,33.91%,19.68%,0.09%,0.09%,65.550,2 x 45,2,45,<empty>,0,0, ,0,0,0,63.10,T,68.00,M,18 SEP 20,70,.35,H,.43,Z,IBM200918P70,0,24,-.020,.001,-.004,.063,-.028,35.79%,.39005202,5.57%,0.56%,4.55%,8.32%,95.45%,0.32%,<empty>,.390,36 x 5,36,5,0.00%,.43,.43,X,0,0,0,,
,,IBM200918C75,0,0,.909,.002,-.007,.127,.098,51.76%,60.55,<empty>,<empty>,81.58%,32.13%,18.42%,0.09%,0.09%,60.550,2 x 50,2,50,<empty>,0,0, ,0,0,0,58.10,T,63.00,X,18 SEP 20,75,.49,Z,.54,W,IBM200918P75,0,29,-.027,.001,-.004,.081,-.038,34.01%,.51519895,6.87%,0.69%,5.69%,10.37%,94.31%,0.42%,<empty>,.515,9 x 28,9,28,0.00%,.59,.59,C,0,0,0,,
,,IBM200918C80,0,0,.917,.003,-.006,.122,.102,45.60%,55.55,<empty>,<empty>,82.50%,30.83%,17.50%,0.09%,0.09%,55.550,2 x 45,2,45,<empty>,0,0, ,0,0,0,53.10,T,58.00,M,18 SEP 20,80,.66,M,.72,W,IBM200918P80,0,37,-.037,.002,-.005,.103,-.051,32.47%,.69010934,8.63%,0.87%,7.18%,13.05%,92.82%,0.56%,<empty>,.690,45 x 28,45,28,0.00%,.74,.74,Q,0,0,0,,
,,IBM200918C85,0,5,.929,.003,-.004,.111,.097,39.70%,50.50,<empty>,<empty>,83.48%,29.36%,16.52%,0.05%,0.05%,50.500,2 x 2,2,2,0.00%,49.15,49.15,I,0,0,0,48.10,T,52.90,T,18 SEP 20,85,.88,X,.95,W,IBM200918P85,0,27,-.049,.003,-.007,.129,-.068,30.98%,.91502428,10.76%,1.09%,8.99%,16.30%,91.01%,0.75%,<empty>,.915,41 x 28,41,28,0.00%,1.10,1.10,Q,0,0,0,,
,,IBM200918C90,1,359,.937,.004,-.003,.103,.098,34.79%,45.50,<empty>,<empty>,83.83%,28.89%,16.17%,0.05%,0.05%,45.500,2 x 2,2,2,+2.24%,45.60,45.60,B,45.60,45.60,45.60,43.10,T,47.90,T,18 SEP 20,90,1.18,M,1.26,W,IBM200918P90,0,269,-.065,.003,-.008,.162,-.090,29.66%,1.22,13.56%,1.37%,11.28%,20.40%,88.72%,1.00%,<empty>,1.220,45 x 28,45,28,0.00%,1.39,1.39,C,0,0,0,,
,,IBM200918C95,0,5,.940,.006,-.003,.105,.115,30.88%,40.55,<empty>,<empty>,83.35%,29.83%,16.65%,0.09%,0.09%,40.550,2 x 2,2,2,0.00%,39.30,39.30,E,0,0,0,38.15,T,42.95,T,18 SEP 20,95,1.58,H,1.66,B,IBM200918P95,0,29,-.085,.004,-.009,.199,-.119,28.42%,1.62,17.05%,1.73%,14.09%,25.37%,85.91%,1.32%,<empty>,1.620,11 x 10,11,10,0.00%,2.05,2.05,Q,0,0,0,,
,,IBM200918C100,0,7,.949,.007,-.002,.095,.111,26.67%,35.52,<empty>,<empty>,83.20%,30.16%,16.80%,0.07%,0.07%,35.525,9 x 21,9,21,0.00%,34.17,34.17,C,0,0,0,33.25,B,37.80,B,18 SEP 20,100,2.10,A,2.20,E,IBM200918P100,1,845,-.111,.005,-.011,.242,-.155,27.30%,2.15,21.50%,2.20%,17.52%,31.41%,82.48%,1.76%,<empty>,2.150,1 x 1,1,1,-7.79%,2.13,2.13,W,2.13,2.13,2.13,,
,,IBM200918C105,0,384,.920,.009,-.003,.151,.197,24.90%,30.75,<empty>,<empty>,79.99%,35.76%,20.01%,0.25%,0.25%,30.750,41 x 45,41,45,0.00%,29.85,29.85,I,0,0,0,30.15,M,31.35,I,18 SEP 20,105,2.78,X,2.90,B,IBM200918P105,0,56,-.144,.007,-.013,.289,-.201,26.27%,2.84,27.05%,2.78%,21.63%,38.56%,78.37%,2.32%,<empty>,2.840,31 x 10,31,10,0.00%,3.10,3.10,C,0,0,0,,
,,IBM200918C110,0,9,.867,.011,-.005,.237,.300,24.16%,26.30,<empty>,<empty>,74.91%,44.52%,25.09%,0.70%,0.70%,26.300,78 x 150,78,150,0.00%,25.16,25.16,E,0,0,0,26.00,X,26.60,X,18 SEP 20,110,3.65,M,3.80,H,IBM200918P110,4,123,-.184,.008,-.015,.337,-.258,25.33%,3.72,33.86%,3.51%,26.44%,46.83%,73.56%,3.04%,<empty>,3.725,55 x 35,55,35,-14.32%,3.77,3.77,M,3.71,3.77,3.71,,
,,IBM200918C115,0,16,.807,.013,-.007,.314,.372,23.24%,22.08,<empty>,<empty>,69.36%,53.95%,30.64%,1.34%,1.34%,22.075,83 x 115,83,115,0.00%,21.25,21.25,E,0,0,0,21.75,X,22.40,M,18 SEP 20,115,4.75,M,5.10,X,IBM200918P115,48,168,-.232,.009,-.017,.386,-.328,24.67%,4.93,42.83%,4.47%,32.15%,56.51%,67.85%,4.02%,<empty>,4.925,63 x 101,63,101,-7.62%,4.85,4.85,Q,4.85,4.85,4.85,,
,,IBM200918C120,0,108,.735,.014,-.009,.387,.421,22.78%,18.33,<empty>,<empty>,62.71%,65.07%,37.29%,2.36%,2.36%,18.325,104 x 120,104,120,0.00%,17.10,17.10,N,0,0,0,18.05,X,18.60,X,18 SEP 20,120,6.15,M,6.35,M,IBM200918P120,3,97,-.286,.011,-.018,.428,-.405,23.68%,6.25,52.08%,5.49%,38.08%,66.39%,61.92%,5.11%,<empty>,6.250,60 x 77,60,77,-7.09%,6.29,6.29,C,6.45,6.45,6.24,,
,,IBM200918C125,10,39,.659,.015,-.010,.441,.440,22.13%,14.88,<empty>,<empty>,55.80%,76.36%,44.20%,3.62%,3.62%,14.875,69 x 127,69,127,+4.61%,14.75,14.75,C,14.75,14.75,14.75,14.65,H,15.10,X,18 SEP 20,125,7.85,X,8.05,X,IBM200918P125,0,226,-.347,.012,-.020,.462,-.496,22.93%,7.95,47.75%,6.79%,44.70%,77.19%,55.30%,6.50%,<empty>,7.950,60 x 21,60,21,0.00%,9.24,9.24,X,0,0,0,,
,,IBM200918C130,0,94,.578,.016,-.011,.477,.435,21.73%,11.92,<empty>,<empty>,48.50%,87.95%,51.50%,5.30%,5.30%,11.925,10 x 150,10,150,0.00%,10.02,10.02,X,0,0,0,11.80,D,12.05,M,18 SEP 20,130,9.90,X,10.15,I,IBM200918P130,0,147,-.414,.013,-.021,.485,-.596,22.31%,10.02,46.31%,8.36%,51.67%,88.27%,48.33%,8.19%,<empty>,10.025,60 x 64,60,64,0.00%,10.70,10.70,C,0,0,0,,
,,IBM200918C135,0,190,.497,.016,-.011,.492,.408,20.91%,9.17,<empty>,<empty>,41.26%,99.04%,58.74%,7.14%,7.14%,9.175,92 x 105,92,105,0.00%,8.55,8.55,C,0,0,0,8.95,X,9.40,M,18 SEP 20,135,12.35,X,12.85,X,IBM200918P135,0,190,-.483,.013,-.021,.492,-.704,22.02%,12.60,47.28%,10.29%,58.71%,99.09%,41.29%,10.30%,<empty>,12.600,60 x 142,60,142,0.00%,14.33,14.33,C,0,0,0,,
,,IBM200918C140,10,232,.417,.016,-.011,.485,.368,20.51%,7.03,<empty>,<empty>,34.17%,82.79%,65.83%,5.74%,9.47%,7.025,24 x 82,24,82,+9.03%,7.00,7.00,Z,6.70,7.00,6.70,6.95,I,7.10,X,18 SEP 20,140,15.15,X,15.70,X,IBM200918P140,0,706,-.552,.014,-.021,.483,-.814,21.54%,15.43,56.94%,12.38%,65.47%,83.61%,34.53%,8.88%,<empty>,15.425,60 x 150,60,150,0.00%,16.30,16.30,C,0,0,0,,
,,IBM200918C145,33,121,.338,.015,-.010,.458,.317,19.84%,5.13,<empty>,<empty>,27.38%,65.34%,72.62%,4.19%,12.00%,5.125,37 x 60,37,60,+22.12%,5.19,5.19,C,4.78,5.30,4.75,4.95,H,5.30,M,18 SEP 20,145,18.30,M,18.90,M,IBM200918P145,0,275,-.619,.013,-.021,.458,-.924,21.11%,18.60,68.67%,14.72%,71.80%,67.27%,28.20%,7.39%,<empty>,18.600,63 x 60,63,60,0.00%,19.75,19.75,M,0,0,0,,
