Stock quote and option quote for AIG on 9/1/19 18:03:02

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
52.04,N,-.42,51.70,P,52.25,P,5 x 5,"4,565,049",52.88,52.88,51.80

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.46%,-650.5,.32,Q,9/16/19,57.585,36.16,"869,908,300",0.82

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG191115C33,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.60%,0.00%,18.975,36 x 21,36,21,<empty>,0,0, ,0,0,0,18.30,B,19.65,M,15 NOV 19,33,.02,X,.49,X,AIG191115P33,0,0,-.039,.006,-.008,.020,-.005,61.53%,.25509164,7.73%,0.78%,6.96%,13.12%,93.04%,2.35%,<empty>,.255,314 x 216,314,216,<empty>,0,0, ,0,0,0,,
,,AIG191115C34,0,0,.910,.002,-.011,.028,.012,62.43%,18.10,<empty>,<empty>,91.13%,16.67%,8.87%,0.55%,0.55%,18.100,36 x 3,36,3,<empty>,0,0, ,0,0,0,17.55,B,18.65,B,15 NOV 19,34,.03,X,.50,B,AIG191115P34,0,4,-.042,.006,-.008,.021,-.005,58.59%,.26503044,7.79%,0.79%,7.28%,13.75%,92.72%,2.45%,<empty>,.265,291 x 4,291,4,0.00%,.23,.23,C,0,0,0,,
,,AIG191115C35,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.29%,0.00%,16.900,36 x 3,36,3,<empty>,0,0, ,0,0,0,15.90,B,17.90,B,15 NOV 19,35,.04,X,.50,X,AIG191115P35,0,22,-.045,.007,-.008,.023,-.005,55.47%,.270197,7.71%,0.78%,7.53%,14.26%,92.47%,2.49%,<empty>,.270,361 x 393,361,393,0.00%,.04,.04,I,0,0,0,,
,,AIG191115C36,0,6,.914,.003,-.010,.029,.015,53.94%,16.13,<empty>,<empty>,91.48%,16.15%,8.52%,0.78%,0.78%,16.125,36 x 3,36,3,0.00%,15.78,15.78,A,0,0,0,15.60,B,16.65,B,15 NOV 19,36,.05,X,.50,X,AIG191115P36,0,45,-.048,.008,-.008,.024,-.006,52.39%,.27516189,7.64%,0.77%,7.80%,14.82%,92.20%,2.54%,<empty>,.275,349 x 363,349,363,0.00%,.19,.19,X,0,0,0,,
,,AIG191115C37,0,0,.915,.004,-.009,.029,.018,50.49%,15.15,<empty>,<empty>,91.33%,16.46%,8.67%,1.02%,1.02%,15.150,36 x 21,36,21,<empty>,0,0, ,0,0,0,14.50,B,15.80,M,15 NOV 19,37,.08,X,.47,X,AIG191115P37,0,22,-.051,.009,-.008,.025,-.006,49.16%,.27502812,7.43%,0.75%,8.01%,15.24%,91.99%,2.54%,<empty>,.275,283 x 287,283,287,0.00%,.40,.40,C,0,0,0,,
,,AIG191115C38,0,0,.922,.003,-.007,.027,.013,43.75%,14.07,<empty>,<empty>,92.93%,13.53%,7.07%,0.32%,0.32%,14.075,36 x 3,36,3,<empty>,0,0, ,0,0,0,13.55,B,14.60,B,15 NOV 19,38,.11,X,.45,X,AIG191115P38,0,87,-.055,.010,-.008,.027,-.007,46.20%,.2802281,7.37%,0.74%,8.35%,15.93%,91.65%,2.59%,<empty>,.280,281 x 440,281,440,0.00%,.72,.72,B,0,0,0,,
,,AIG191115C39,0,0,.916,.006,-.008,.031,.023,43.36%,13.18,<empty>,<empty>,91.23%,16.77%,8.77%,1.25%,1.25%,13.175,36 x 18,36,18,<empty>,0,0, ,0,0,0,12.65,B,13.70,Z,15 NOV 19,39,.21,Z,.27,X,AIG191115P39,0,12,-.053,.011,-.007,.026,-.006,41.60%,.24024623,6.15%,0.62%,7.78%,14.91%,92.22%,2.22%,<empty>,.240,68 x 42,68,42,0.00%,1.39,1.39,Z,0,0,0,,
,,AIG191115C40,0,5,.912,.009,-.008,.033,.028,41.22%,12.22,<empty>,<empty>,90.33%,18.51%,9.67%,1.71%,1.71%,12.225,36 x 7,36,7,0.00%,7.55,7.55,H,0,0,0,11.95,B,12.50,P,15 NOV 19,40,.27,P,.33,X,AIG191115P40,0,65,-.066,.013,-.008,.030,-.008,40.71%,.30038087,7.50%,0.76%,9.36%,17.93%,90.64%,2.77%,<empty>,.300,17 x 60,17,60,0.00%,.15,.15,A,0,0,0,,
,,AIG191115C41,0,8,.923,.008,-.006,.029,.022,34.44%,11.13,<empty>,<empty>,92.41%,14.64%,7.59%,0.78%,0.78%,11.125,47 x 7,47,7,0.00%,4.70,4.70,Q,0,0,0,10.70,B,11.55,P,15 NOV 19,41,.32,B,.39,Z,AIG191115P41,0,25,-.078,.016,-.009,.035,-.009,39.30%,.35503557,8.66%,0.87%,10.84%,20.76%,89.16%,3.28%,<empty>,.355,14 x 56,14,56,0.00%,.16,.16,Q,0,0,0,,
,,AIG191115C42,0,"1,257",.911,.013,-.007,.034,.033,34.23%,10.23,<empty>,<empty>,90.12%,19.02%,9.88%,1.71%,1.71%,10.225,48 x 5,48,5,0.00%,12.44,12.44,I,0,0,0,9.90,Z,10.55,P,15 NOV 19,42,.35,Z,.45,M,AIG191115P42,0,580,-.090,.018,-.010,.039,-.011,37.40%,.40007039,9.52%,0.96%,12.19%,23.37%,87.81%,3.69%,<empty>,.400,68 x 40,68,40,0.00%,.21,.21,I,0,0,0,,
,,AIG191115C43,0,52,.892,.018,-.009,.041,.042,34.21%,9.35,<empty>,<empty>,87.26%,24.49%,12.74%,2.86%,2.86%,9.350,176 x 32,176,32,0.00%,8.35,8.35,E,0,0,0,9.00,B,9.70,Z,15 NOV 19,43,.46,Z,.53,X,AIG191115P43,0,92,-.110,.022,-.011,.045,-.013,36.49%,.49500066,11.51%,1.16%,14.52%,27.81%,85.48%,4.57%,<empty>,.495,17 x 45,17,45,0.00%,.50,.50,Q,0,0,0,,
,,AIG191115C44,0,44,.871,.023,-.010,.048,.048,33.65%,8.47,<empty>,<empty>,84.39%,29.97%,15.61%,4.02%,4.02%,8.475,174 x 8,174,8,0.00%,12.79,12.79,C,0,0,0,8.20,B,8.75,B,15 NOV 19,44,.56,B,.66,X,AIG191115P44,2,41,-.133,.025,-.012,.051,-.016,35.60%,.61000176,13.86%,1.41%,17.20%,32.91%,82.80%,5.63%,<empty>,.610,14 x 109,14,109,+11.76%,.57,.57,N,.57,.57,.57,,
,,AIG191115C45,0,237,.836,.028,-.012,.057,.053,34.44%,7.70,<empty>,<empty>,79.97%,38.31%,20.03%,6.10%,6.10%,7.700,17 x 7,17,7,0.00%,9.55,9.55,N,0,0,0,7.55,P,7.85,B,15 NOV 19,45,.69,Z,.76,M,AIG191115P45,15,608,-.158,.030,-.013,.057,-.019,34.31%,.72514163,16.11%,1.64%,19.93%,38.12%,80.07%,6.70%,<empty>,.725,1 x 45,1,45,+22.58%,.76,.76,C,.68,.76,.68,,
,,AIG191115C46,9,22,.810,.033,-.013,.063,.056,32.89%,6.83,<empty>,<empty>,77.06%,43.86%,22.94%,7.25%,7.25%,6.825,17 x 60,17,60,-22.10%,7.05,7.05,N,7.05,7.05,7.05,6.70,P,6.95,X,15 NOV 19,46,.84,Q,.93,Z,AIG191115P46,13,111,-.189,.034,-.014,.064,-.022,33.40%,.88506031,19.24%,1.96%,23.35%,44.63%,76.65%,8.17%,<empty>,.885,16 x 56,16,56,+13.16%,.86,.86,Q,.84,.86,.84,,
,,AIG191115C47,0,59,.776,.039,-.014,.070,.058,31.76%,6.00,<empty>,<empty>,73.37%,50.88%,26.63%,8.87%,8.87%,6.000,15 x 9,15,9,0.00%,7.75,7.75,Z,0,0,0,5.90,B,6.10,Z,15 NOV 19,47,1.01,Q,1.11,N,AIG191115P47,8,"1,091",-.223,.039,-.015,.071,-.026,32.28%,1.06,19.75%,2.31%,27.04%,51.63%,72.96%,9.79%,<empty>,1.060,17 x 9,17,9,+15.22%,1.06,1.06,Q,1.01,1.06,1.01,,
,,AIG191115C48,0,63,.734,.044,-.015,.077,.058,31.20%,5.25,<empty>,<empty>,68.79%,59.53%,31.21%,11.17%,11.17%,5.250,7 x 60,7,60,0.00%,5.91,5.91,C,0,0,0,5.15,N,5.35,X,15 NOV 19,48,1.24,B,1.37,Z,AIG191115P48,0,570,-.265,.043,-.016,.078,-.031,31.66%,1.31,20.49%,2.79%,31.53%,60.10%,68.47%,12.05%,<empty>,1.305,16 x 49,16,49,0.00%,1.13,1.13,T,0,0,0,,
,,AIG191115C49,0,71,.687,.048,-.016,.083,.057,30.72%,4.55,<empty>,<empty>,63.78%,68.94%,36.22%,13.94%,13.94%,4.550,57 x 294,57,294,0.00%,8.20,8.20,T,0,0,0,4.40,M,4.70,X,15 NOV 19,49,1.51,B,1.64,Q,AIG191115P49,7,"2,132",-.310,.048,-.017,.084,-.037,30.82%,1.58,21.38%,3.32%,36.28%,69.04%,63.72%,14.54%,<empty>,1.575,36 x 11,36,11,+8.15%,1.46,1.46,Q,1.46,1.46,1.46,,
,,AIG191115C50,0,146,.637,.053,-.017,.088,.055,29.69%,3.85,<empty>,<empty>,58.72%,78.45%,41.28%,16.72%,16.72%,3.850,18 x 9,18,9,0.00%,5.72,5.72,I,0,0,0,3.75,B,3.95,Z,15 NOV 19,50,1.83,B,1.96,Q,AIG191115P50,7,"1,711",-.360,.052,-.018,.089,-.043,30.04%,1.90,22.65%,3.94%,41.44%,78.72%,58.56%,17.50%,<empty>,1.895,36 x 12,36,12,+7.93%,1.77,1.77,N,1.77,1.77,1.77,,
,,AIG191115C52.5,15,477,.493,.060,-.017,.094,.046,28.00%,2.40,<empty>,<empty>,44.42%,94.03%,55.58%,22.21%,26.46%,2.405,16 x 8,16,8,-14.49%,2.36,2.36,Q,2.49,2.49,2.33,2.35,B,2.46,Z,15 NOV 19,52.5,2.90,P,3.05,Z,AIG191115P52.5,73,"1,844",-.501,.058,-.018,.094,-.060,28.68%,2.97,28.58%,6.01%,55.57%,94.16%,44.43%,23.23%,<empty>,2.975,15 x 47,15,47,+12.13%,3.05,3.05,Q,2.73,3.05,2.73,,
,,AIG191115C55,111,"1,786",.342,.058,-.015,.087,.033,26.59%,1.35,<empty>,<empty>,29.99%,62.79%,70.01%,12.47%,39.80%,1.350,36 x 6,36,6,-15.63%,1.35,1.35,Q,1.37,1.41,1.28,1.26,B,1.44,Q,15 NOV 19,55,4.35,X,4.75,X,AIG191115P55,0,150,-.638,.054,-.017,.088,-.077,28.91%,4.55,43.72%,9.02%,68.89%,65.40%,31.11%,14.68%,<empty>,4.550,30 x 315,30,315,0.00%,4.27,4.27,I,0,0,0,,
,,AIG191115C57.5,9,533,.218,.047,-.012,.070,.022,26.43%,.74006277,<empty>,<empty>,18.52%,38.50%,81.48%,6.83%,57.26%,.740,13 x 61,13,61,-9.64%,.75,.75,B,.74,.75,.74,.65,Z,.83,X,15 NOV 19,57.5,6.05,Z,6.40,Z,AIG191115P57.5,0,209,-.777,.047,-.012,.070,-.094,26.40%,6.23,59.81%,12.14%,81.50%,38.46%,18.50%,7.06%,<empty>,6.225,16 x 6,16,6,0.00%,5.74,5.74,C,0,0,0,,
,,AIG191115C60,10,"4,910",.131,.034,-.009,.051,.013,26.63%,.39501392,<empty>,<empty>,10.75%,22.24%,89.25%,3.65%,77.16%,.395,41 x 56,41,56,-12.20%,.36,.36,N,.36,.36,.36,.34,X,.45,Z,15 NOV 19,60,8.25,C,8.85,X,AIG191115P60,0,159,-.833,.035,-.012,.058,-.100,29.91%,8.55,82.15%,16.62%,86.83%,27.40%,13.17%,5.45%,<empty>,8.550,168 x 298,168,298,0.00%,6.60,6.60,W,0,0,0,,
,,AIG191115C62.5,0,158,.087,.023,-.007,.038,.009,28.35%,.25501505,<empty>,<empty>,6.83%,14.12%,93.17%,2.35%,98.95%,.255,40 x 261,40,261,0.00%,.21,.21,M,0,0,0,.16,Z,.35,X,15 NOV 19,62.5,10.25,B,11.35,P,AIG191115P62.5,0,1,-.893,.025,-.008,.043,-.101,30.30%,10.80,103.77%,20.89%,91.94%,16.70%,8.06%,3.14%,<empty>,10.800,44 x 5,44,5,0.00%,9.61,9.61,C,0,0,0,,
,,AIG191115C65,0,56,.075,.018,-.007,.034,.008,32.43%,.24504214,<empty>,<empty>,5.66%,11.74%,94.34%,2.26%,121.95%,.245,126 x 427,126,427,0.00%,.14,.14,C,0,0,0,.04,X,.45,X,15 NOV 19,65,12.70,B,13.70,B,AIG191115P65,0,1,-.921,.019,-.007,.034,-.094,32.33%,13.20,126.83%,25.48%,94.38%,11.64%,5.62%,2.22%,<empty>,13.200,36 x 3,36,3,0.00%,12.01,12.01,E,0,0,0,,
,,AIG191115C70,0,20,.034,.009,-.004,.018,.004,34.39%,.10508898,<empty>,<empty>,2.42%,5.00%,97.58%,0.97%,166.83%,.105,0 x 429,0,429,0.00%,.13,.13,Q,0,0,0,0,C,.21,X,15 NOV 19,70,17.60,B,18.90,Z,AIG191115P70,0,0,-.923,.014,-.009,.033,-.075,42.25%,18.25,175.35%,35.27%,94.95%,10.57%,5.05%,2.68%,<empty>,18.250,52 x 21,52,21,<empty>,0,0, ,0,0,0,,

17 JAN 20  (138)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG200117C20,0,5,.858,.001,-.018,.036,.014,144.72%,32.45,<empty>,<empty>,73.33%,43.48%,26.67%,2.07%,2.07%,32.450,36 x 3,36,3,0.00%,32.40,32.40,Q,0,0,0,30.70,B,34.20,B,17 JAN 20,20,0,Z,.14,Z,AIG200117P20,0,567,-.008,.001,-.002,.007,-.002,70.86%,.07021036,3.50%,0.35%,2.47%,4.58%,97.53%,0.35%,<empty>,.070,0 x 1,0,1,0.00%,.07,.07,E,0,0,0,,
,,AIG200117C23,0,11,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.45%,0.00%,28.950,36 x 3,36,3,0.00%,30.15,30.15,Q,0,0,0,27.75,B,30.15,B,17 JAN 20,23,0,H,.34,Z,AIG200117P23,0,2,-.018,.002,-.004,.014,-.004,70.28%,.17033983,7.39%,0.74%,4.82%,8.88%,95.18%,0.86%,<empty>,.170,0 x 69,0,69,0.00%,.15,.15,C,0,0,0,,
,,AIG200117C24,0,0,.875,.001,-.013,.038,.016,102.70%,28.23,<empty>,<empty>,81.65%,31.81%,18.35%,0.93%,0.93%,28.225,36 x 3,36,3,<empty>,0,0, ,0,0,0,27.30,B,29.15,B,17 JAN 20,24,0,H,.35,Z,AIG200117P24,0,0,-.019,.002,-.004,.015,-.004,67.29%,.17522801,7.29%,0.73%,4.92%,9.09%,95.08%,0.88%,<empty>,.175,0 x 94,0,94,<empty>,0,0, ,0,0,0,,
,,AIG200117C25,0,21,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.34%,0.00%,26.775,36 x 3,36,3,0.00%,27.94,27.94,C,0,0,0,25.90,B,27.65,B,17 JAN 20,25,0,D,.58,Z,AIG200117P25,0,"3,536",-.028,.003,-.005,.021,-.007,70.40%,.29012492,11.60%,1.17%,7.12%,13.05%,92.88%,1.46%,<empty>,.290,0 x 60,0,60,0.00%,.04,.04,E,0,0,0,,
,,AIG200117C26,0,0,.881,.001,-.012,.039,.019,89.68%,26.25,<empty>,<empty>,83.51%,29.10%,16.49%,1.06%,1.06%,26.250,36 x 3,36,3,<empty>,0,0, ,0,0,0,25.00,B,27.50,B,17 JAN 20,26,.02,X,.36,B,AIG200117P26,0,0,-.022,.003,-.004,.017,-.005,61.92%,.19026023,7.31%,0.74%,5.25%,9.75%,94.75%,0.96%,<empty>,.190,42 x 175,42,175,<empty>,0,0, ,0,0,0,,
,,AIG200117C27,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.59%,0.00%,24.725,36 x 3,36,3,<empty>,0,0, ,0,0,0,23.35,B,26.10,B,17 JAN 20,27,.02,Z,.50,M,AIG200117P27,0,0,-.029,.003,-.005,.021,-.007,62.50%,.26018419,9.63%,0.97%,6.62%,12.26%,93.38%,1.31%,<empty>,.260,71 x 55,71,55,<empty>,0,0, ,0,0,0,,
,,AIG200117C28,0,0,.881,.002,-.012,.043,.026,82.77%,24.45,<empty>,<empty>,83.02%,30.18%,16.98%,2.07%,2.07%,24.450,36 x 3,36,3,<empty>,0,0, ,0,0,0,23.50,B,25.40,N,17 JAN 20,28,.02,X,.50,X,AIG200117P28,0,0,-.031,.004,-.005,.022,-.007,59.48%,.26041029,9.29%,0.94%,6.67%,12.38%,93.33%,1.31%,<empty>,.260,184 x 186,184,186,<empty>,0,0, ,0,0,0,,
,,AIG200117C29,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.08%,0.00%,23.025,36 x 3,36,3,<empty>,0,0, ,0,0,0,21.90,B,24.15,B,17 JAN 20,29,.03,X,.50,X,AIG200117P29,0,0,-.033,.004,-.005,.023,-.007,56.75%,.26523187,9.14%,0.92%,6.81%,12.67%,93.19%,1.34%,<empty>,.265,228 x 224,228,224,<empty>,0,0, ,0,0,0,,
,,AIG200117C30,0,36,.898,.001,-.008,.038,.017,63.31%,22.08,<empty>,<empty>,88.70%,20.74%,11.30%,0.18%,0.18%,22.075,36 x 3,36,3,0.00%,22.55,22.55,H,0,0,0,21.55,B,22.60,B,17 JAN 20,30,.03,X,.20,H,AIG200117P30,0,"3,272",-.019,.003,-.003,.015,-.004,46.25%,.11503531,3.83%,0.38%,3.74%,7.08%,96.26%,0.58%,<empty>,.115,292 x 31,292,31,0.00%,.10,.10,X,0,0,0,,
,,AIG200117C31,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.09%,0.00%,20.825,36 x 3,36,3,<empty>,0,0, ,0,0,0,19.85,B,21.80,B,17 JAN 20,31,.04,X,.50,X,AIG200117P31,0,0,-.036,.005,-.005,.026,-.008,51.32%,.27006228,8.71%,0.88%,7.05%,13.19%,92.95%,1.36%,<empty>,.270,233 x 279,233,279,<empty>,0,0, ,0,0,0,,
,,AIG200117C32,0,0,.906,.002,-.007,.037,.016,53.77%,20.05,<empty>,<empty>,90.23%,18.16%,9.77%,0.05%,0.05%,20.050,12 x 1,12,1,<empty>,0,0, ,0,0,0,19.50,Q,20.60,Q,17 JAN 20,32,.05,X,.50,X,AIG200117P32,0,0,-.039,.005,-.005,.027,-.009,48.82%,.27513082,8.59%,0.87%,7.24%,13.58%,92.76%,1.39%,<empty>,.275,235 x 292,235,292,<empty>,0,0, ,0,0,0,,
,,AIG200117C33,0,2,.885,.005,-.010,.049,.041,61.97%,19.58,<empty>,<empty>,84.03%,29.15%,15.97%,2.70%,2.70%,19.575,36 x 3,36,3,0.00%,12.26,12.26,C,0,0,0,18.20,B,20.95,B,17 JAN 20,33,.08,X,.47,X,AIG200117P33,0,92,-.041,.006,-.005,.028,-.009,46.19%,.27505052,8.33%,0.84%,7.36%,13.84%,92.64%,1.39%,<empty>,.275,273 x 348,273,348,0.00%,.16,.16,Q,0,0,0,,
,,AIG200117C34,0,0,.900,.004,-.007,.043,.034,51.59%,18.28,<empty>,<empty>,87.96%,22.38%,12.04%,1.19%,1.19%,18.275,36 x 3,36,3,<empty>,0,0, ,0,0,0,17.35,B,19.20,B,17 JAN 20,34,.10,X,.47,X,AIG200117P34,0,3,-.044,.007,-.005,.030,-.010,43.97%,.28502007,8.38%,0.85%,7.68%,14.47%,92.32%,1.44%,<empty>,.285,223 x 297,223,297,0.00%,.66,.66,Z,0,0,0,,
,,AIG200117C35,0,158,.905,.005,-.006,.042,.034,46.81%,17.23,<empty>,<empty>,88.94%,20.70%,11.06%,0.93%,0.93%,17.225,36 x 3,36,3,0.00%,22.00,22.00,Q,0,0,0,16.65,B,17.80,B,17 JAN 20,35,.22,B,.45,X,AIG200117P35,0,"7,402",-.052,.008,-.005,.034,-.012,42.99%,.33502507,9.57%,0.97%,8.75%,16.49%,91.25%,1.69%,<empty>,.335,48 x 309,48,309,0.00%,.21,.21,P,0,0,0,,
,,AIG200117C36,0,0,.913,.004,-.005,.039,.028,40.93%,16.13,<empty>,<empty>,90.76%,17.44%,9.24%,0.43%,0.43%,16.125,36 x 3,36,3,<empty>,0,0, ,0,0,0,15.25,B,17.00,B,17 JAN 20,36,.27,Z,.36,Z,AIG200117P36,0,39,-.053,.008,-.005,.035,-.012,39.90%,.31503442,8.75%,0.88%,8.58%,16.24%,91.42%,1.59%,<empty>,.315,30 x 57,30,57,0.00%,.24,.24,N,0,0,0,,
,,AIG200117C37,0,0,.915,.005,-.005,.039,.030,37.70%,15.12,<empty>,<empty>,91.03%,17.00%,8.97%,0.43%,0.43%,15.125,4 x 3,4,3,<empty>,0,0, ,0,0,0,14.80,P,15.45,P,17 JAN 20,37,.29,X,.52,X,AIG200117P37,0,78,-.066,.010,-.006,.041,-.014,39.80%,.40510082,10.95%,1.11%,10.39%,19.62%,89.61%,2.04%,<empty>,.405,135 x 341,135,341,0.00%,.36,.36,Q,0,0,0,,
,,AIG200117C38,0,0,.919,.005,-.004,.038,.029,33.99%,14.10,<empty>,<empty>,91.72%,15.78%,8.28%,0.30%,0.30%,14.100,36 x 5,36,5,<empty>,0,0, ,0,0,0,13.60,B,14.60,P,17 JAN 20,38,.39,X,.47,Z,AIG200117P38,0,287,-.072,.011,-.006,.044,-.016,37.88%,.43020558,11.32%,1.14%,11.10%,20.99%,88.90%,2.17%,<empty>,.430,30 x 67,30,67,0.00%,.40,.40,N,0,0,0,,
,,AIG200117C39,0,0,.900,.010,-.006,.048,.054,36.32%,13.32,<empty>,<empty>,87.85%,23.00%,12.15%,1.44%,1.44%,13.325,36 x 3,36,3,<empty>,0,0, ,0,0,0,13.00,B,13.65,P,17 JAN 20,39,.46,B,.52,X,AIG200117P39,0,34,-.083,.013,-.006,.049,-.018,36.66%,.4900453,12.56%,1.27%,12.41%,23.47%,87.59%,2.47%,<empty>,.490,16 x 57,16,57,0.00%,.39,.39,Q,0,0,0,,
,,AIG200117C40,0,"1,244",.886,.013,-.007,.056,.065,36.33%,12.48,<empty>,<empty>,85.41%,27.55%,14.59%,2.20%,2.20%,12.475,36 x 4,36,4,0.00%,13.00,13.00,Q,0,0,0,12.15,B,12.80,P,17 JAN 20,40,.50,X,.63,A,AIG200117P40,0,"11,445",-.096,.015,-.007,.055,-.021,35.58%,.56508986,14.12%,1.43%,13.98%,26.44%,86.02%,2.85%,<empty>,.565,60 x 85,60,85,0.00%,.52,.52,Q,0,0,0,,
,,AIG200117C41,0,1,.876,.015,-.007,.060,.073,34.78%,11.55,<empty>,<empty>,84.04%,30.17%,15.96%,2.58%,2.58%,11.550,36 x 3,36,3,0.00%,12.80,12.80,P,0,0,0,10.90,B,12.20,B,17 JAN 20,41,.62,Q,.70,Z,AIG200117P41,0,30,-.111,.017,-.008,.061,-.024,34.66%,.66044975,16.10%,1.64%,15.87%,30.00%,84.13%,3.33%,<empty>,.660,13 x 61,13,61,0.00%,.60,.60,J,0,0,0,,
,,AIG200117C42,0,"1,025",.873,.017,-.006,.062,.077,31.59%,10.53,<empty>,<empty>,83.98%,30.41%,16.02%,2.45%,2.45%,10.525,161 x 58,161,58,0.00%,11.35,11.35,N,0,0,0,10.25,B,10.80,M,17 JAN 20,42,.67,B,.81,Z,AIG200117P42,0,282,-.126,.019,-.008,.067,-.028,33.31%,.73999755,17.62%,1.79%,17.57%,33.23%,82.43%,3.74%,<empty>,.740,177 x 61,177,61,0.00%,.74,.74,Q,0,0,0,,
,,AIG200117C43,0,22,.846,.021,-.008,.072,.086,32.18%,9.75,<empty>,<empty>,80.32%,37.22%,19.68%,3.58%,3.58%,9.750,50 x 70,50,70,0.00%,13.55,13.55,X,0,0,0,9.55,M,9.95,X,17 JAN 20,43,.80,Z,.99,Z,AIG200117P43,0,137,-.149,.022,-.009,.074,-.033,32.84%,.89500851,20.81%,2.13%,20.28%,38.29%,79.72%,4.52%,<empty>,.895,53 x 65,53,65,0.00%,.80,.80,H,0,0,0,,
,,AIG200117C44,0,4,.844,.024,-.007,.073,.089,28.38%,8.67,<empty>,<empty>,80.54%,37.00%,19.46%,3.21%,3.21%,8.675,161 x 5,161,5,0.00%,11.15,11.15,P,0,0,0,8.20,B,9.15,P,17 JAN 20,44,1.00,Z,1.10,Z,AIG200117P44,0,199,-.172,.025,-.009,.082,-.038,32.08%,1.05,23.86%,2.44%,22.96%,43.32%,77.04%,5.30%,<empty>,1.050,20 x 61,20,61,0.00%,.93,.93,M,0,0,0,,
,,AIG200117C45,14,"13,839",.797,.027,-.009,.088,.095,30.82%,8.10,<empty>,<empty>,74.54%,48.03%,25.46%,5.35%,5.35%,8.100,45 x 7,45,7,-6.36%,8.10,8.10,P,8.10,8.10,8.10,7.90,M,8.30,N,17 JAN 20,45,1.10,B,1.33,X,AIG200117P45,0,"8,043",-.198,.028,-.010,.089,-.044,31.19%,1.22,27.00%,2.77%,25.78%,48.60%,74.22%,6.13%,<empty>,1.215,177 x 240,177,240,0.00%,1.19,1.19,N,0,0,0,,
,,AIG200117C46,0,51,.770,.031,-.009,.095,.098,29.76%,7.28,<empty>,<empty>,71.59%,53.58%,28.41%,6.24%,6.24%,7.275,62 x 76,62,76,0.00%,9.45,9.45,P,0,0,0,7.05,M,7.50,X,17 JAN 20,46,1.32,B,1.53,X,AIG200117P46,9,134,-.227,.031,-.011,.097,-.050,30.52%,1.43,30.98%,3.20%,29.05%,54.70%,70.95%,7.20%,<empty>,1.425,144 x 138,144,138,+12.50%,1.44,1.44,Z,1.44,1.44,1.44,,
,,AIG200117C47,0,276,.736,.034,-.010,.103,.099,29.45%,6.55,<empty>,<empty>,67.74%,60.72%,32.26%,7.62%,7.62%,6.550,30 x 156,30,156,0.00%,7.70,7.70,Q,0,0,0,6.35,X,6.75,X,17 JAN 20,47,1.63,N,1.79,Z,AIG200117P47,49,634,-.262,.033,-.011,.104,-.058,30.30%,1.71,31.86%,3.78%,32.92%,61.84%,67.08%,8.63%,<empty>,1.710,3 x 76,3,76,+14.86%,1.70,1.70,N,1.62,1.70,1.62,,
